word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
junior-socks,socks,junior-socks,襪子(複數),Clothing,4,junior-socks-ex1,I need to buy some warm socks for winter.,我需要為冬天買一些溫暖的襪子。,socks,legacy_review_required,junior-socks-ex2,I bought two pairs of colorful socks yesterday.,我昨天買了兩雙色彩繽紛的襪子。,socks,legacy_review_required,,,socks,,,,
elementary-jacket,jacket,elementary-jacket,夾克/外套,Clothing,6,elementary-jacket-ex1,"It is cool today, so you should bring a jacket.",今天很涼爽，所以你應該帶件外套。,jacket,legacy_review_required,elementary-jacket-ex2,He forgot his warm jacket at the school playground.,他把保暖夾克忘在學校操場上了。,jacket,legacy_review_required,,,jacket,,,,
passport-pocket,pocket,passport-pocket,口袋,Clothing,7,passport-pocket-ex1,He put the keys into his coat pocket.,他把鑰匙放進大衣口袋裡。,pocket,legacy_review_required,passport-pocket-ex2,I put my library card in my coat pocket.,我把我的借書證放進了外套口袋。,pocket,legacy_review_required,,,pocket,,,,
junior-shorts,shorts,junior-shorts,短褲,Clothing,4,junior-shorts-ex1,We like to wear cool shorts during summer vacation.,我們暑假喜歡穿涼爽的短褲。,shorts,legacy_review_required,junior-shorts-ex2,We wear shorts and T-shirts in summer because it is hot.,因為夏天很熱，所以我們穿短褲和T恤。,shorts,legacy_review_required,,,shorts,,,,
elementary-shoes,shoes,elementary-shoes,鞋子(複數),Clothing,4,elementary-shoes-ex1,Take off your shoes before entering the living room.,進客廳前請先脫鞋。,shoes,legacy_review_required,elementary-shoes-ex2,Please take off your shoes before entering the house.,進屋前請先脫鞋。,shoes,legacy_review_required,,,shoes,,,,
passport-clothes,clothes,passport-clothes,衣服/服裝,Clothing,7,passport-clothes-ex1,Please help me fold and put away the clean clothes.,請幫我摺疊並收好乾淨的衣服。,clothes,legacy_review_required,passport-clothes-ex2,Please hang your clean clothes in the wardrobe.,請把你的乾淨衣服掛進衣櫃裡。,clothes,legacy_review_required,,,clothes,,,,
junior-glasses,glasses,junior-glasses,眼鏡/玻璃杯(複數),Clothing,7,junior-glasses-ex1,Grandpa needs his reading glasses to read the newspaper.,爺爺需要他的老花眼鏡來讀報紙。,glasses,legacy_review_required,junior-glasses-ex2,My grandfather wears reading glasses to read the newspaper.,我爺爺戴著老花眼鏡看報紙。,glasses,legacy_review_required,,,glasses,,,,
junior-sweater,sweater,junior-sweater,毛衣/針織衫,Clothing,7,junior-sweater-ex1,My grandma knitted a warm red sweater for me.,我奶奶為我織了一件溫暖的紅毛衣。,sweater,legacy_review_required,junior-sweater-ex2,I wore a soft woolen sweater on the cold windy day.,在寒冷有風的日子我穿了一件柔軟的毛衣。,sweater,legacy_review_required,,,sweater,,,,
junior-umbrella,umbrella,junior-umbrella,雨傘,Clothing,8,junior-umbrella-ex1,"Do not forget your umbrella, it is going to rain.",別忘了你的雨傘，要下雨了。,umbrella,legacy_review_required,junior-umbrella-ex2,She shared her big umbrella with a classmate in the rain.,她在雨中和一位同學分享了她的大雨傘。,umbrella,legacy_review_required,,,umbrella,,,,
elementary-color,color,elementary-color,顏色/色彩,Colors,5,elementary-color-ex1,"What is your favorite color, blue or green?",你最喜歡什麼顏色，藍色還是綠色？,color,legacy_review_required,elementary-color-ex2,We use different colors to paint the school wall.,我們用不同的顏色來油漆學校的牆壁。,color,legacy_review_required,,,color,,,,
passport-gray,gray,passport-gray,灰色/灰色的,Colors,3,passport-gray-ex1,The sky turned gray before the heavy rain started.,在大雨開始前，天空變成了灰色。,gray,legacy_review_required,passport-gray-ex2,A little gray mouse ran under the classroom door.,一隻小灰鼠跑進了教室門底下。,gray,legacy_review_required,,,gray,,,,
junior-pink,pink,junior-pink,粉紅色/粉紅色的,Colors,3,junior-pink-ex1,Her room is decorated with pink curtains and toys.,她的房間裝飾著粉紅色的窗簾和玩具。,pink,legacy_review_required,junior-pink-ex2,My sister likes to wear her pink shoes to play.,我妹妹喜歡穿她的粉紅色鞋子出去玩。,pink,legacy_review_required,,,pink,,,,
elementary-black,black,elementary-black,黑色/黑色的,Colors,4,elementary-black-ex1,The blackboard in our classroom is very clean now.,我們教室的黑板現在非常乾淨。,black,legacy_review_required,elementary-black-ex2,The blackboard is clean and ready for our teacher.,黑板很乾淨，準備好給我們的老師了。,black,legacy_review_required,,,black,,,,
passport-brown,brown,passport-brown,棕色/棕色的/褐色,Colors,4,passport-brown-ex1,A cute brown squirrel is eating a nut in the tree.,一隻可愛的棕色松鼠正在樹上吃堅果。,brown,legacy_review_required,passport-brown-ex2,A cute brown rabbit is hopping on the lawn.,一隻可愛的棕色兔子正在草坪上跳躍。,brown,legacy_review_required,,,brown,,,,
elementary-white,white,elementary-white,白色/白色的,Colors,6,elementary-white-ex1,A white fluffy cloud is floating in the blue sky.,一朵白色的蓬鬆雲朵正浮在藍天中。,white,legacy_review_required,elementary-white-ex2,She wrote on the blackboard with a white chalk.,她用白色粉筆在黑板上寫字。,white,legacy_review_required,,,white,,,,
junior-orange,orange,junior-orange,柳橙/橘色/橘色的,Food,8,junior-orange-ex1,The orange juice we drank yesterday was sweet.,我們昨天喝的橘子汁很甜。,orange,legacy_review_required,junior-orange-ex2,The sunset sky is a beautiful warm orange today.,今天落日的天空是美麗的溫暖橘色。,orange,legacy_review_required,,,orange,,,,
passport-purple,purple,passport-purple,紫色/紫色的,Colors,7,passport-purple-ex1,My mother bought some sweet purple grapes.,我媽媽買了一些甜甜的紫葡萄。,purple,legacy_review_required,passport-purple-ex2,My mother wore a beautiful purple scarf today.,我媽媽今天戴了一條美麗的紫色圍巾。,purple,legacy_review_required,,,purple,,,,
junior-dad,dad,junior-dad,爸爸,Family,1,junior-dad-ex1,My dad took me to the library last Sunday.,我爸爸上星期天帶我去圖書館。,dad,legacy_review_required,junior-dad-ex2,My dad helps me fix my broken toy car.,我爸爸幫我修好壞掉的玩具車。,dad,legacy_review_required,,,dad,,,,
passport-daddy,daddy,passport-daddy,爸爸,Family,5,passport-daddy-ex1,"Goodnight, daddy, sleep well and have a good dream.",晚安，爸爸，睡個好覺，做個好夢。,daddy,legacy_review_required,passport-daddy-ex2,Daddy and I built a small wooden birdhouse yesterday.,爸爸和我昨天建了一個小木鳥屋。,daddy,legacy_review_required,,,daddy,,,,
junior-mom,mom,junior-mom,媽媽,Family,1,junior-mom-ex1,My mom cooks healthy vegetables for us every day.,我媽媽每天為我們做健康的蔬菜。,mom,legacy_review_required,junior-mom-ex2,My mom tells me to eat more fresh fruit.,我媽媽叫我多吃新鮮水果。,mom,legacy_review_required,,,mom,,,,
passport-mommy,mommy,passport-mommy,媽媽,Family,6,passport-mommy-ex1,"Mommy, can you read this bedtime story for me?",媽媽，你可以讀這個床邊故事給我聽嗎？,mommy,legacy_review_required,passport-mommy-ex2,"Mommy, look at the cute puppy playing in the yard!",媽媽，你看院子裡玩耍的可愛小狗！,mommy,legacy_review_required,,,mommy,,,,
passport-parent,parent,passport-parent,家長/雙親/父母,Family,7,passport-parent-ex1,My parents went to the school meeting yesterday.,我父母昨天去參加了學校的會議。,parent,legacy_review_required,passport-parent-ex2,We should always show respect to our parents.,我們應該要孝順/尊重我們的父母。,parent,legacy_review_required,,,parent,,,,
junior-son,son,junior-son,兒子,Family,2,junior-son-ex1,Mr. Wang is very proud of his hard-working son.,王先生對他勤奮的兒子感到非常驕傲。,son,legacy_review_required,junior-son-ex2,My uncle is very proud of his helpful son.,我叔叔為他樂於助人的兒子感到非常自豪。,son,legacy_review_required,,,son,,,,
junior-daughter,daughter,junior-daughter,女兒,Family,7,junior-daughter-ex1,They have a young daughter who goes to elementary school.,他們有一個讀國小的小女兒。,daughter,legacy_review_required,junior-daughter-ex2,The mother and her daughter are drawing pictures together.,母親和她的女兒正在一起畫畫。,daughter,legacy_review_required,,,daughter,,,,
junior-family,family,junior-family,家庭/家人,Family,8,junior-family-ex1,We are a happy family and support each other.,我們是一個快樂的家庭，互相支持。,family,legacy_review_required,junior-family-ex2,Family support is very important when we face challenges.,當我們面對挑戰時，家人的支持非常重要。,family,legacy_review_required,,,family,,,,
junior-grandfather,grandfather,junior-grandfather,爺爺/外公,Family,8,junior-grandfather-ex1,My grandfather likes to practice Tai Chi in the park.,我祖父喜歡在公園裡練太極拳。,grandfather,legacy_review_required,junior-grandfather-ex2,My grandfather walks with a cane in the garden.,我祖父/爺爺拿著拐杖在花園裡散步。,grandfather,legacy_review_required,,,grandfather,,,,
passport-grandpa,grandpa,passport-grandpa,爺爺/外公,Family,7,passport-grandpa-ex1,Grandpa tells us exciting stories from his childhood.,爺爺跟我們講他童年時的精彩故事。,grandpa,legacy_review_required,passport-grandpa-ex2,Grandpa teaches me how to play chess on weekends.,爺爺週末教我如何下棋。,grandpa,legacy_review_required,,,grandpa,,,,
junior-grandmother,grandmother,junior-grandmother,奶奶/外婆,Family,8,junior-grandmother-ex1,My grandmother grows beautiful roses in her small garden.,我祖母在她的花園裡種植美麗的玫瑰。,grandmother,legacy_review_required,junior-grandmother-ex2,My grandmother likes to grow roses in her garden.,我祖母喜歡在她的花園裡種植玫瑰花。,grandmother,legacy_review_required,,,grandmother,,,,
passport-grandma,grandma,passport-grandma,奶奶/外婆,Family,7,passport-grandma-ex1,My grandma knitted a pair of wool socks for me.,我奶奶為我織了一雙羊毛襪。,grandma,legacy_review_required,passport-grandma-ex2,Grandma baked some sweet cookies for my birthday party.,奶奶為我的生日派對烤了一些甜餅乾。,grandma,legacy_review_required,,,grandma,,,,
junior-aunt,aunt,junior-aunt,阿姨/姑姑/嬸嬸/伯母/舅媽,Family,2,junior-aunt-ex1,My aunt bought me a new schoolbag for my birthday.,我姑姑買了一個新書包送我當生日禮物。,aunt,legacy_review_required,junior-aunt-ex2,My aunt invited us to her home for a dinner.,我阿姨/姑姑邀請我們去她家吃晚餐。,aunt,legacy_review_required,,,aunt,,,,
junior-uncle,uncle,junior-uncle,叔叔/伯伯/舅舅/阿姨/姑丈,Family,6,junior-uncle-ex1,My uncle lives in New York and works in a bank.,我叔叔住在紐約，在銀行工作。,uncle,legacy_review_required,junior-uncle-ex2,My uncle works as a kind doctor in the hospital.,我叔叔在醫院裡當一名親切的醫生。,uncle,legacy_review_required,,,uncle,,,,
junior-grow,grow,junior-grow,種植/生長/成長,Actions,3,junior-grow-ex1,Vegetables need clean water and sunshine to grow.,蔬菜需要乾淨的水和陽光才能生長。,grow,legacy_review_required,junior-grow-ex2,We can watch the green seeds grow into tall plants.,我們可以看著綠色的種子長成高大的植物。,grow,legacy_review_required,,,grow,,,,
passport-cousin,cousin,passport-cousin,堂兄弟姊妹/表兄弟姊妹,Family,6,passport-cousin-ex1,My cousin is coming to stay with us next week.,我表哥下週要來和我們一起住。,cousin,legacy_review_required,passport-cousin-ex2,My cousin and I share the same favorite storybook.,我的表兄弟/堂兄弟和我有著相同最喜歡的故事書。,cousin,legacy_review_required,,,cousin,,,,
junior-live,live,junior-live,居住/生活/活的,Actions,5,junior-live-ex1,Polar bears live in the cold Arctic region.,北極熊居住在寒冷的北極地區。,live,legacy_review_required,junior-live-ex2,We live in a beautiful and clean neighborhood.,我們住在一個美麗且乾淨的社區。,live,legacy_review_required,,,live,,,,
junior-fruit,fruit,junior-fruit,水果,Food,4,junior-fruit-ex1,Eating fresh fruit is very good for your health.,吃新鮮水果對你的健康非常有益。,fruit,legacy_review_required,junior-fruit-ex2,We should eat fresh fruit every day to stay healthy.,我們應該每天吃新鮮水果來保持健康。,fruit,legacy_review_required,,,fruit,,,,
passport-peach,peach,passport-peach,桃子/水蜜桃,Food,4,passport-peach-ex1,"The pink peach is soft, juicy and very sweet.",粉紅色的桃子又軟、又多汁而且非常甜。,peach,legacy_review_required,passport-peach-ex2,This ripe peach tastes sweet and is full of juice.,這顆成熟的桃子嚐起來很甜，而且多汁。,peach,legacy_review_required,,,peach,,,,
passport-lemon,lemon,passport-lemon,檸檬,Food,6,passport-lemon-ex1,Lemon juice tastes sour but smells very fresh.,檸檬汁吃起來酸，但是聞起來非常清香。,lemon,legacy_review_required,passport-lemon-ex2,"A lemon tastes very sour, but it is healthy.",檸檬嚐起來非常酸，但它對健康有益。,lemon,legacy_review_required,,,lemon,,,,
passport-grape,grape,passport-grape,葡萄,Food,5,passport-grape-ex1,She washed a bowl of purple grapes for her guests.,她為客人洗了一碗紫葡萄。,grape,legacy_review_required,passport-grape-ex2,My sister shared a bunch of sweet purple grapes with me.,我妹妹和我分享了一串甜甜的紫葡萄。,grape,legacy_review_required,,,grape,,,,
passport-strawberry,strawberry,passport-strawberry,草莓,Food,8,passport-strawberry-ex1,I like to eat strawberry ice cream in summer.,我夏天喜歡吃草莓冰淇淋。,strawberry,legacy_review_required,passport-strawberry-ex2,We like to put fresh strawberries on our ice cream.,我們喜歡在冰淇淋上放新鮮草莓。,strawberry,legacy_review_required,,,strawberry,,,,
